Year,Location,Site,Plot,Category,Pcover,Period
2021,T,4,5,zoanthid,1.07E-04,baseline
2021,T,4,6,coral,0.026801802,baseline
2021,T,4,6,gorgonian,0.108108108,baseline
2021,T,4,6,algae,0.384009009,baseline
2021,T,4,6,sponge,0.06981982,baseline
2021,T,4,6,sand-rubble,0.354054054,baseline
2021,T,4,6,seagrass,2.25E-04,baseline
2021,T,4,6,tools,0.056981982,baseline
2021,T,4,7,coral,0.041975309,baseline
2021,T,4,7,gorgonian,0.101481481,baseline
2021,T,4,7,algae,0.339012346,baseline
2021,T,4,7,sponge,0.225185185,baseline
2021,T,4,7,sand-rubble,0.258024691,baseline
2021,T,4,7,tools,0.034320988,baseline
2021,T,4,8,coral,0.023628692,baseline
2021,T,4,8,gorgonian,0.077004219,baseline
2021,T,4,8,algae,0.275527426,baseline
2021,T,4,8,other,2.11E-04,baseline
2021,T,4,8,sponge,0.175527426,baseline
2021,T,4,8,sand-rubble,0.420464135,baseline
2021,T,4,8,tools,0.027637131,baseline
2021,T,43,21,coral,0.014414414,baseline
2021,T,43,21,gorgonian,0.061711712,baseline
2021,T,43,21,algae,0.389189189,baseline
2021,T,43,21,other,0.001801802,baseline
2021,T,43,21,sponge,0.077927928,baseline
2021,T,43,21,sand-rubble,0.393243243,baseline
2021,T,43,21,tools,0.061711712,baseline
2021,T,43,22,coral,0.02984127,baseline
2021,T,43,22,gorgonian,0.075555556,baseline
2021,T,43,22,algae,0.248571429,baseline
2021,T,43,22,other,9.52E-04,baseline
2021,T,43,22,sponge,0.211746032,baseline
2021,T,43,22,sand-rubble,0.411111111,baseline
2021,T,43,22,tools,0.022222222,baseline
2021,T,43,24,coral,0.020610687,baseline
2021,T,43,24,gorgonian,0.042748092,baseline
2021,T,43,24,algae,0.324681934,baseline
2021,T,43,24,other,7.63E-04,baseline
2021,T,43,24,sponge,0.110687023,baseline
2021,T,43,24,sand-rubble,0.467938931,baseline
2021,T,43,24,tools,0.032569975,baseline
2021,T,45,25,coral,0.020353982,baseline
2021,T,45,25,gorgonian,0.074188791,baseline
2021,T,45,25,algae,0.238348083,baseline
2021,T,45,25,other,0.010471976,baseline
2021,T,45,25,sponge,0.205309735,baseline
2021,T,45,25,sand-rubble,0.347640118,baseline
2021,T,45,25,seagrass,1.47E-04,baseline
2021,T,45,25,tools,0.103539823,baseline
2021,T,45,26,coral,0.015492958,baseline
2021,T,45,26,gorgonian,0.091079812,baseline
2021,T,45,26,algae,0.400704225,baseline
2021,T,45,26,other,0.004694836,baseline
2021,T,45,26,sponge,0.195070423,baseline
2021,T,45,26,sand-rubble,0.242253521,baseline
2021,T,45,26,tools,0.050704225,baseline
2021,T,45,27,coral,0.023838384,baseline
2021,T,45,27,gorgonian,0.054410774,baseline
2021,T,45,27,algae,0.649158249,baseline
2021,T,45,27,other,0.018047138,baseline
2021,T,45,27,sponge,0.006464646,baseline
2021,T,45,27,sand-rubble,0.208484848,baseline
2021,T,45,27,tools,0.039461279,baseline
2021,T,45,27,zoanthid,1.35E-04,baseline
2021,T,45,28,coral,0.013552144,baseline
2021,T,45,28,gorgonian,0.055690842,baseline
2021,T,45,28,algae,0.613552144,baseline
2021,T,45,28,other,0.015457914,baseline
2021,T,45,28,sponge,0.01037586,baseline
2021,T,45,28,sand-rubble,0.243620963,baseline
2021,T,45,28,tools,0.047750132,baseline
202206,M,8,69,coral,0.018465228,dieoff
202206,M,8,69,gorgonian,0.015107914,dieoff
202206,M,8,69,algae,0.336450839,dieoff
202206,M,8,69,other,0.003117506,dieoff
202206,M,8,69,sponge,0.017026379,dieoff
202206,M,8,69,sand-rubble,0.530695444,dieoff
202206,M,8,69,seagrass,0.057793765,dieoff
202206,M,8,69,tools,0.021342926,dieoff
202206,M,8,70,coral,0.01382716,dieoff
202206,M,8,70,gorgonian,0.016790123,dieoff
202206,M,8,70,algae,0.256296296,dieoff
202206,M,8,70,sponge,0.006419753,dieoff
202206,M,8,70,sand-rubble,0.649876543,dieoff
202206,M,8,70,seagrass,0.016049383,dieoff
202206,M,8,70,tools,0.040740741,dieoff
202206,M,8,71,coral,0.01452381,dieoff
202206,M,8,71,gorgonian,0.042619048,dieoff
202206,M,8,71,algae,0.390238095,dieoff
202206,M,8,71,other,0.003333333,dieoff
202206,M,8,71,sponge,0.007619048,dieoff
202206,M,8,71,sand-rubble,0.498095238,dieoff
202206,M,8,71,seagrass,0.010714286,dieoff
202206,M,8,71,tools,0.032857143,dieoff
202206,M,8,72,coral,0.020080321,dieoff
202206,M,8,72,gorgonian,0.014056225,dieoff
202206,M,8,72,algae,0.300200803,dieoff
202206,M,8,72,other,0.001204819,dieoff
202206,M,8,72,sponge,0.0062249,dieoff
202206,M,8,72,sand-rubble,0.611646586,dieoff
202206,M,8,72,seagrass,0.024297189,dieoff
202206,M,8,72,tools,0.022289157,dieoff
202206,M,10,81,coral,0.005729167,dieoff
202206,M,10,81,gorgonian,0.004947917,dieoff
202206,M,10,81,algae,0.18125,dieoff
202206,M,10,81,other,0.0046875,dieoff
202206,M,10,81,sponge,0.018489583,dieoff
202206,M,10,81,sand-rubble,0.75546875,dieoff
202206,M,10,81,tools,0.029427083,dieoff
202206,M,10,82,coral,0.004504505,dieoff
202206,M,10,82,gorgonian,9.01E-04,dieoff
202206,M,10,82,algae,0.157957958,dieoff
202206,M,10,82,other,0.002702703,dieoff
202206,M,10,82,sponge,0.013213213,dieoff
202206,M,10,82,sand-rubble,0.803303303,dieoff
202206,M,10,82,tools,0.017417417,dieoff
202206,M,10,83,coral,0.008136483,dieoff
202206,M,10,83,gorgonian,0.016010499,dieoff
202206,M,10,83,algae,0.215748031,dieoff
202206,M,10,83,other,0.005511811,dieoff
202206,M,10,83,sponge,0.018372703,dieoff
202206,M,10,83,sand-rubble,0.718635171,dieoff
202206,M,10,83,tools,0.017585302,dieoff
202206,M,10,84,coral,0.003816794,dieoff
202206,M,10,84,gorgonian,0.002035623,dieoff
202206,M,10,84,algae,0.319847328,dieoff
202206,M,10,84,other,0.006361323,dieoff
202206,M,10,84,sponge,0.011704835,dieoff
202206,M,10,84,sand-rubble,0.647582697,dieoff
202206,M,10,84,tools,0.008651399,dieoff
202206,M,12,53,coral,0.006981982,dieoff
202206,M,12,53,gorgonian,0.016666667,dieoff
202206,M,12,53,algae,0.265315315,dieoff
202206,M,12,53,other,9.01E-04,dieoff
202206,M,12,53,sponge,0.003828829,dieoff
202206,M,12,53,sand-rubble,0.69954955,dieoff
202206,M,12,53,tools,0.006756757,dieoff
202206,M,12,54,coral,0.004674797,dieoff
202206,M,12,54,gorgonian,0.011585366,dieoff
202206,M,12,54,algae,0.366463415,dieoff
202206,M,12,54,other,0.00101626,dieoff
202206,M,12,54,sponge,0.003455285,dieoff
202206,M,12,54,sand-rubble,0.600203252,dieoff
202206,M,12,54,seagrass,8.13E-04,dieoff
202206,M,12,54,tools,0.011788618,dieoff
202206,M,12,55,coral,0.007916667,dieoff
202206,M,12,55,gorgonian,0.013125,dieoff
202206,M,12,55,algae,0.32125,dieoff
202206,M,12,55,other,0.00125,dieoff
202206,M,12,55,sponge,0.005625,dieoff
202206,M,12,55,sand-rubble,0.596875,dieoff
202206,M,12,55,seagrass,0.045208333,dieoff
202206,M,12,55,tools,0.00875,dieoff
202206,M,12,56,coral,0.01232493,dieoff
202206,M,12,56,gorgonian,0.013165266,dieoff
202206,M,12,56,algae,0.382633053,dieoff
202206,M,12,56,other,0.004481793,dieoff
202206,M,12,56,sponge,0.003921569,dieoff
202206,M,12,56,sand-rubble,0.575910364,dieoff
202206,M,12,56,seagrass,8.40E-04,dieoff
202206,M,12,56,tools,0.006722689,dieoff
202206,M,15,61,coral,0.022305764,dieoff
202206,M,15,61,gorgonian,0.021052632,dieoff
202206,M,15,61,algae,0.374686717,dieoff
202206,M,15,61,other,0.001754386,dieoff
202206,M,15,61,sponge,0.004511278,dieoff
202206,M,15,61,sand-rubble,0.54887218,dieoff
202206,M,15,61,tools,0.026817043,dieoff
202206,M,15,62,coral,0.011032864,dieoff
202206,M,15,62,gorgonian,0.011032864,dieoff
202206,M,15,62,algae,0.428873239,dieoff
202206,M,15,62,other,7.04E-04,dieoff
202206,M,15,62,sponge,0.009624413,dieoff
202206,M,15,62,sand-rubble,0.508920188,dieoff
202206,M,15,62,seagrass,9.39E-04,dieoff
202206,M,15,62,tools,0.028873239,dieoff
202206,M,15,63,coral,0.018584071,dieoff
202206,M,15,63,gorgonian,0.027138643,dieoff
202206,M,15,63,algae,0.350442478,dieoff
202206,M,15,63,other,0.001179941,dieoff
202206,M,15,63,sponge,0.009734513,dieoff
202206,M,15,63,sand-rubble,0.579351032,dieoff
202206,M,15,63,tools,0.013569322,dieoff
202206,M,15,64,coral,0.015217391,dieoff
202206,M,15,64,gorgonian,0.021980676,dieoff
202206,M,15,64,algae,0.396376812,dieoff
202206,M,15,64,other,0.002173913,dieoff
202206,M,15,64,sponge,0.00821256,dieoff
202206,M,15,64,sand-rubble,0.541304348,dieoff
202206,M,15,64,seagrass,2.42E-04,dieoff
202206,M,15,64,tools,0.014492754,dieoff
202206,M,17,89,coral,0.007077626,dieoff
202206,M,17,89,gorgonian,0.014840183,dieoff
202206,M,17,89,algae,0.197260274,dieoff
202206,M,17,89,other,0.002054795,dieoff
202206,M,17,89,sponge,0.014611872,dieoff
202206,M,17,89,sand-rubble,0.747716895,dieoff
202206,M,17,89,seagrass,6.85E-04,dieoff
202206,M,17,89,tools,0.015753425,dieoff
202206,M,17,90,coral,0.005833333,dieoff
202206,M,17,90,gorgonian,0.016944444,dieoff
202206,M,17,90,algae,0.21,dieoff
202206,M,17,90,other,0.003055556,dieoff
202206,M,17,90,sponge,0.008611111,dieoff
202206,M,17,90,sand-rubble,0.744722222,dieoff
202206,M,17,90,tools,0.010833333,dieoff
202206,M,17,91,coral,0.006382979,dieoff
202206,M,17,91,gorgonian,0.008274232,dieoff
202206,M,17,91,algae,0.138297872,dieoff
202206,M,17,91,other,0.003782506,dieoff
202206,M,17,91,sponge,0.011583924,dieoff
202206,M,17,91,sand-rubble,0.817966903,dieoff
202206,M,17,91,tools,0.013711584,dieoff
202206,M,17,92,coral,0.005787037,dieoff
202206,M,17,92,gorgonian,0.008796296,dieoff
202206,M,17,92,algae,0.144212963,dieoff
202206,M,17,92,other,0.001388889,dieoff
202206,M,17,92,sponge,0.015740741,dieoff
202206,M,17,92,sand-rubble,0.813425926,dieoff
202206,M,17,92,tools,0.010648148,dieoff
202206,M,28,73,coral,0.017886179,dieoff
202206,M,28,73,gorgonian,0.047154472,dieoff
202206,M,28,73,algae,0.278861789,dieoff
202206,M,28,73,other,0.001897019,dieoff
202206,M,28,73,sponge,0.008943089,dieoff
202206,M,28,73,sand-rubble,0.611653117,dieoff
202206,M,28,73,seagrass,0.013821138,dieoff
202206,M,28,73,tools,0.019783198,dieoff
202206,M,28,74,coral,0.008264463,dieoff
202206,M,28,74,gorgonian,0.007988981,dieoff
202206,M,28,74,algae,0.110192837,dieoff
202206,M,28,74,other,0.002203857,dieoff
202206,M,28,74,sponge,0.00661157,dieoff
202206,M,28,74,sand-rubble,0.850137741,dieoff
202206,M,28,74,seagrass,0.003581267,dieoff
202206,M,28,74,tools,0.011019284,dieoff
202206,M,28,75,coral,0.010057471,dieoff
202206,M,28,75,gorgonian,0.01637931,dieoff
202206,M,28,75,algae,0.098850575,dieoff
202206,M,28,75,other,0.001436782,dieoff
202206,M,28,75,sponge,0.008908046,dieoff
202206,M,28,75,sand-rubble,0.854310345,dieoff
202206,M,28,75,tools,0.010057471,dieoff
202206,M,28,76,coral,0.009333333,dieoff
202206,M,28,76,gorgonian,0.025066667,dieoff
202206,M,28,76,algae,0.225333333,dieoff
202206,M,28,76,other,0.002933333,dieoff
202206,M,28,76,sponge,0.008533333,dieoff
202206,M,28,76,sand-rubble,0.701333333,dieoff
202206,M,28,76,seagrass,0.016266667,dieoff
202206,M,28,76,tools,0.0112,dieoff
202206,M,38,57,coral,0.001253133,dieoff
202206,M,38,57,gorgonian,0.001754386,dieoff
202206,M,38,57,algae,0.361904762,dieoff
202206,M,38,57,other,2.51E-04,dieoff
202206,M,38,57,sponge,0.001002506,dieoff
202206,M,38,57,sand-rubble,0.612280702,dieoff
202206,M,38,57,seagrass,0.00877193,dieoff
202206,M,38,57,tools,0.012781955,dieoff
202206,M,38,58,coral,0.008037825,dieoff
202206,M,38,58,gorgonian,0.004491726,dieoff
202206,M,38,58,algae,0.421513002,dieoff
202206,M,38,58,other,0.003073286,dieoff
202206,M,38,58,sponge,0.006146572,dieoff
202206,M,38,58,sand-rubble,0.5356974,dieoff
202206,M,38,58,seagrass,0.005200946,dieoff
202206,M,38,58,tools,0.015839243,dieoff
202206,M,38,59,coral,0.009382716,dieoff
202206,M,38,59,gorgonian,0.017530864,dieoff
202206,M,38,59,algae,0.379012346,dieoff
202206,M,38,59,other,0.003209877,dieoff
202206,M,38,59,sponge,0.003209877,dieoff
202206,M,38,59,sand-rubble,0.540740741,dieoff
202206,M,38,59,seagrass,0.030123457,dieoff
202206,M,38,59,tools,0.016790123,dieoff
202206,M,38,60,coral,0.012146893,dieoff
202206,M,38,60,gorgonian,0.013841808,dieoff
202206,M,38,60,algae,0.390677966,dieoff
202206,M,38,60,other,0.001129944,dieoff
202206,M,38,60,sponge,0.005649718,dieoff
202206,M,38,60,sand-rubble,0.51779661,dieoff
202206,M,38,60,seagrass,0.047740113,dieoff
202206,M,38,60,tools,0.011016949,dieoff
202206,M,43,65,coral,0.016944444,dieoff
202206,M,43,65,gorgonian,0.03,dieoff
202206,M,43,65,algae,0.259166667,dieoff
202206,M,43,65,other,0.001944444,dieoff
202206,M,43,65,sponge,0.005,dieoff
202206,M,43,65,sand-rubble,0.669722222,dieoff
202206,M,43,65,tools,0.017222222,dieoff
202206,M,43,66,coral,0.009333333,dieoff
202206,M,43,66,gorgonian,0.015466667,dieoff
202206,M,43,66,algae,0.269333333,dieoff
202206,M,43,66,other,0.001866667,dieoff
202206,M,43,66,sponge,0.003466667,dieoff
202206,M,43,66,sand-rubble,0.668266667,dieoff
202206,M,43,66,seagrass,0.002666667,dieoff
202206,M,43,66,tools,0.0296,dieoff
202206,M,43,67,coral,0.010761155,dieoff
202206,M,43,67,gorgonian,0.032808399,dieoff
202206,M,43,67,algae,0.291338583,dieoff
202206,M,43,67,other,7.87E-04,dieoff
202206,M,43,67,sponge,0.006299213,dieoff
202206,M,43,67,sand-rubble,0.644619423,dieoff
202206,M,43,67,tools,0.013385827,dieoff
202206,M,43,68,coral,0.017333333,dieoff
202206,M,43,68,gorgonian,0.018133333,dieoff
202206,M,43,68,algae,0.337866667,dieoff
202206,M,43,68,other,0.004,dieoff
202206,M,43,68,sponge,0.005066667,dieoff
202206,M,43,68,sand-rubble,0.597066667,dieoff
202206,M,43,68,tools,0.020533333,dieoff
202206,M,45,85,coral,0.008905852,dieoff
202206,M,45,85,gorgonian,0.005343511,dieoff
202206,M,45,85,algae,0.215776081,dieoff
202206,M,45,85,other,0.002544529,dieoff
202206,M,45,85,sponge,0.012977099,dieoff
202206,M,45,85,sand-rubble,0.746310433,dieoff
202206,M,45,85,tools,0.008142494,dieoff
202206,M,45,86,coral,0.002877698,dieoff
202206,M,45,86,gorgonian,0.005995204,dieoff
202206,M,45,86,algae,0.181055156,dieoff
202206,M,45,86,other,0.003117506,dieoff
202206,M,45,86,sponge,0.009592326,dieoff
202206,M,45,86,sand-rubble,0.777458034,dieoff
202206,M,45,86,tools,0.019904077,dieoff
202206,M,45,87,coral,0.007344633,dieoff
202206,M,45,87,gorgonian,0.002824859,dieoff
202206,M,45,87,algae,0.160169492,dieoff
202206,M,45,87,other,0.003672316,dieoff
202206,M,45,87,sponge,0.016949153,dieoff
202206,M,45,87,sand-rubble,0.800282486,dieoff
202206,M,45,87,tools,0.008757062,dieoff
202206,M,45,88,coral,0.008602151,dieoff
202206,M,45,88,gorgonian,0.003494624,dieoff
202206,M,45,88,algae,0.181182796,dieoff
202206,M,45,88,other,0.002688172,dieoff
202206,M,45,88,sponge,0.009946237,dieoff
202206,M,45,88,sand-rubble,0.788172043,dieoff
202206,M,45,88,tools,0.005913978,dieoff
202206,M,48,49,coral,0.014285714,dieoff
202206,M,48,49,gorgonian,0.007769424,dieoff
202206,M,48,49,algae,0.379949875,dieoff
202206,M,48,49,other,7.52E-04,dieoff
202206,M,48,49,sponge,0.003508772,dieoff
202206,M,48,49,sand-rubble,0.582957393,dieoff
202206,M,48,49,seagrass,2.51E-04,dieoff
202206,M,48,49,tools,0.010526316,dieoff
202206,M,48,50,coral,0.010675381,dieoff
202206,M,48,50,gorgonian,0.012636166,dieoff
202206,M,48,50,algae,0.311982571,dieoff
202206,M,48,50,other,0.00130719,dieoff
202206,M,48,50,sponge,0.003267974,dieoff
202206,M,48,50,sand-rubble,0.647930283,dieoff
202206,M,48,50,seagrass,0.002614379,dieoff
202206,M,48,50,tools,0.009586057,dieoff
202206,M,48,51,coral,0.010434783,dieoff
202206,M,48,51,gorgonian,0.017971014,dieoff
202206,M,48,51,algae,0.415362319,dieoff
202206,M,48,51,other,0.002318841,dieoff
202206,M,48,51,sponge,0.004927536,dieoff
202206,M,48,51,sand-rubble,0.531594203,dieoff
202206,M,48,51,seagrass,0.011014493,dieoff
202206,M,48,51,tools,0.006376812,dieoff
202206,M,48,52,coral,0.005932203,dieoff
202206,M,48,52,gorgonian,0.005649718,dieoff
202206,M,48,52,algae,0.384745763,dieoff
202206,M,48,52,other,0.001129944,dieoff
202206,M,48,52,sponge,0.002824859,dieoff
202206,M,48,52,sand-rubble,0.596045198,dieoff
202206,M,48,52,seagrass,0.001412429,dieoff
202206,M,48,52,tools,0.002259887,dieoff
202206,M,73,77,coral,0.028165375,dieoff
202206,M,73,77,gorgonian,0.037209302,dieoff
202206,M,73,77,algae,0.1625323,dieoff
202206,M,73,77,other,0.010852713,dieoff
202206,M,73,77,sponge,0.059431525,dieoff
202206,M,73,77,sand-rubble,0.688630491,dieoff
202206,M,73,77,tools,0.013178295,dieoff
202206,M,73,78,coral,0.027911647,dieoff
202206,M,73,78,gorgonian,0.041365462,dieoff
202206,M,73,78,algae,0.124096386,dieoff
202206,M,73,78,other,0.009036145,dieoff
202206,M,73,78,sponge,0.06686747,dieoff
202206,M,73,78,sand-rubble,0.686345382,dieoff
202206,M,73,78,tools,0.04437751,dieoff
202206,M,73,79,coral,0.022868217,dieoff
202206,M,73,79,gorgonian,0.049612403,dieoff
202206,M,73,79,algae,0.112015504,dieoff
202206,M,73,79,other,0.024031008,dieoff
202206,M,73,79,sponge,0.018604651,dieoff
202206,M,73,79,sand-rubble,0.737209302,dieoff
202206,M,73,79,tools,0.035658915,dieoff
202206,M,73,80,coral,0.026111111,dieoff
202206,M,73,80,gorgonian,0.011111111,dieoff
202206,M,73,80,algae,0.157222222,dieoff
202206,M,73,80,other,0.003055556,dieoff
202206,M,73,80,sponge,0.031111111,dieoff
202206,M,73,80,sand-rubble,0.745277778,dieoff
202206,M,73,80,tools,0.026111111,dieoff
202206,M,74,93,coral,0.002721088,dieoff
202206,M,74,93,gorgonian,4.54E-04,dieoff
202206,M,74,93,algae,0.164852608,dieoff
202206,M,74,93,other,0.001814059,dieoff
202206,M,74,93,sponge,0.013378685,dieoff
202206,M,74,93,sand-rubble,0.807029478,dieoff
202206,M,74,93,tools,0.009750567,dieoff
202206,M,74,94,coral,0.011363636,dieoff
202206,M,74,94,gorgonian,0.001262626,dieoff
202206,M,74,94,algae,0.351262626,dieoff
202206,M,74,94,other,0.005050505,dieoff
202206,M,74,94,sponge,0.021717172,dieoff
202206,M,74,94,sand-rubble,0.597474747,dieoff
202206,M,74,94,seagrass,2.53E-04,dieoff
202206,M,74,94,tools,0.011616162,dieoff
202206,M,74,95,coral,0.009923664,dieoff
202206,M,74,95,gorgonian,0.002290076,dieoff
202206,M,74,95,algae,0.24605598,dieoff
202206,M,74,95,other,0.003053435,dieoff
202206,M,74,95,sponge,0.016030534,dieoff
202206,M,74,95,sand-rubble,0.705343511,dieoff
202206,M,74,95,seagrass,2.54E-04,dieoff
202206,M,74,95,tools,0.017048346,dieoff
202206,M,74,96,coral,0.013279133,dieoff
202206,M,74,96,gorgonian,0.002168022,dieoff
202206,M,74,96,algae,0.130623306,dieoff
202206,M,74,96,other,0.00596206,dieoff
202206,M,74,96,sponge,0.013279133,dieoff
202206,M,74,96,sand-rubble,0.823848238,dieoff
202206,M,74,96,tools,0.010840108,dieoff
202206,T,1,14,coral,0.020493827,dieoff
202206,T,1,14,gorgonian,0.025925926,dieoff
202206,T,1,14,algae,0.408148148,dieoff
202206,T,1,14,other,7.41E-04,dieoff
202206,T,1,14,sponge,0.008888889,dieoff
202206,T,1,14,sand-rubble,0.524444444,dieoff
202206,T,1,14,seagrass,7.41E-04,dieoff
202206,T,1,14,tools,0.010617284,dieoff
202206,T,1,15,coral,0.021323529,dieoff
202206,T,1,15,gorgonian,0.020098039,dieoff
202206,T,1,15,algae,0.284313725,dieoff
202206,T,1,15,other,0.003186275,dieoff
202206,T,1,15,sponge,0.007107843,dieoff
202206,T,1,15,sand-rubble,0.643627451,dieoff
202206,T,1,15,tools,0.020343137,dieoff
202206,T,1,16,coral,0.004467354,dieoff
202206,T,1,16,gorgonian,0.005498282,dieoff
202206,T,1,16,algae,0.359450172,dieoff
202206,T,1,16,other,0.002405498,dieoff
202206,T,1,16,sponge,0.006872852,dieoff
202206,T,1,16,sand-rubble,0.612714777,dieoff
202206,T,1,16,seagrass,3.44E-04,dieoff
202206,T,1,16,tools,0.008247423,dieoff
202206,T,4,5,coral,0.013013699,dieoff
202206,T,4,5,gorgonian,0.044063927,dieoff
202206,T,4,5,algae,0.467123288,dieoff
202206,T,4,5,other,0.001598174,dieoff
202206,T,4,5,sponge,0.012557078,dieoff
202206,T,4,5,sand-rubble,0.41803653,dieoff
202206,T,4,5,seagrass,0.015296804,dieoff
202206,T,4,5,tools,0.028310502,dieoff
202206,T,4,6,coral,0.031578947,dieoff
202206,T,4,6,gorgonian,0.106015038,dieoff
202206,T,4,6,algae,0.427568922,dieoff
202206,T,4,6,other,0.002506266,dieoff
202206,T,4,6,sponge,0.006766917,dieoff
202206,T,4,6,sand-rubble,0.385714286,dieoff
202206,T,4,6,seagrass,0.002255639,dieoff
202206,T,4,6,tools,0.037593985,dieoff
202206,T,4,7,coral,0.045801527,dieoff
202206,T,4,7,gorgonian,0.08778626,dieoff
202206,T,4,7,algae,0.501526718,dieoff
202206,T,4,7,other,0.002544529,dieoff
202206,T,4,7,sponge,0.004580153,dieoff
202206,T,4,7,sand-rubble,0.312977099,dieoff
202206,T,4,7,seagrass,2.54E-04,dieoff
202206,T,4,7,tools,0.044529262,dieoff
202206,T,4,8,coral,0.034986226,dieoff
202206,T,4,8,gorgonian,0.100275482,dieoff
202206,T,4,8,algae,0.490358127,dieoff
202206,T,4,8,other,0.002479339,dieoff
202206,T,4,8,sponge,0.00523416,dieoff
202206,T,4,8,sand-rubble,0.309917355,dieoff
202206,T,4,8,seagrass,0.001652893,dieoff
202206,T,4,8,tools,0.055096419,dieoff
202206,T,20,9,coral,0.031510417,dieoff
202206,T,20,9,gorgonian,0.06953125,dieoff
202206,T,20,9,algae,0.297916667,dieoff
202206,T,20,9,other,0.001041667,dieoff
202206,T,20,9,sponge,0.007552083,dieoff
202206,T,20,9,sand-rubble,0.547135417,dieoff
202206,T,20,9,seagrass,0.001041667,dieoff
202206,T,20,9,tools,0.044270833,dieoff
202206,T,20,10,coral,0.039949109,dieoff
202206,T,20,10,gorgonian,0.067175573,dieoff
202206,T,20,10,algae,0.347328244,dieoff
202206,T,20,10,other,0.002798982,dieoff
202206,T,20,10,sponge,0.00610687,dieoff
202206,T,20,10,sand-rubble,0.479898219,dieoff
202206,T,20,10,seagrass,2.54E-04,dieoff
202206,T,20,10,tools,0.05648855,dieoff
202206,T,20,11,coral,0.023232323,dieoff
202206,T,20,11,gorgonian,0.022474747,dieoff
202206,T,20,11,algae,0.437878788,dieoff
202206,T,20,11,other,0.002777778,dieoff
202206,T,20,11,sponge,0.007575758,dieoff
202206,T,20,11,sand-rubble,0.487121212,dieoff
202206,T,20,11,seagrass,2.53E-04,dieoff
202206,T,20,11,tools,0.018686869,dieoff
202206,T,20,12,coral,0.019471947,dieoff
202206,T,20,12,gorgonian,0.034653465,dieoff
202206,T,20,12,algae,0.466006601,dieoff
202206,T,20,12,other,0.001320132,dieoff
202206,T,20,12,sponge,0.010561056,dieoff
202206,T,20,12,sand-rubble,0.4330033,dieoff
202206,T,20,12,tools,0.034983498,dieoff
202206,T,22,33,coral,0.022316384,dieoff
202206,T,22,33,gorgonian,0.042090395,dieoff
202206,T,22,33,algae,0.353954802,dieoff
202206,T,22,33,other,0.001129944,dieoff
202206,T,22,33,sponge,0.012711864,dieoff
202206,T,22,33,sand-rubble,0.501412429,dieoff
202206,T,22,33,seagrass,0.032768362,dieoff
202206,T,22,33,tools,0.033615819,dieoff
202206,T,22,34,coral,0.01946472,dieoff
202206,T,22,34,gorgonian,0.033333333,dieoff
202206,T,22,34,algae,0.397810219,dieoff
202206,T,22,34,other,7.30E-04,dieoff
202206,T,22,34,sponge,0.006569343,dieoff
202206,T,22,34,sand-rubble,0.506569343,dieoff
202206,T,22,34,seagrass,2.43E-04,dieoff
202206,T,22,34,tools,0.035279805,dieoff
202206,T,22,35,coral,0.025,dieoff
202206,T,22,35,gorgonian,0.034090909,dieoff
202206,T,22,35,algae,0.470454545,dieoff
202206,T,22,35,other,7.58E-04,dieoff
202206,T,22,35,sponge,0.013131313,dieoff
202206,T,22,35,sand-rubble,0.427777778,dieoff
202206,T,22,35,seagrass,0.004040404,dieoff
202206,T,22,35,tools,0.024747475,dieoff
202206,T,22,36,coral,0.025,dieoff
202206,T,22,36,gorgonian,0.031597222,dieoff
202206,T,22,36,algae,0.571180556,dieoff
202206,T,22,36,other,0.006597222,dieoff
202206,T,22,36,sponge,0.007638889,dieoff
202206,T,22,36,sand-rubble,0.297569444,dieoff
202206,T,22,36,seagrass,0.03125,dieoff
202206,T,22,36,tools,0.029166667,dieoff
202206,T,23,45,coral,0.017792793,dieoff
202206,T,23,45,gorgonian,0.007657658,dieoff
202206,T,23,45,algae,0.317342342,dieoff
202206,T,23,45,other,0.018918919,dieoff
202206,T,23,45,sponge,0.01463964,dieoff
202206,T,23,45,sand-rubble,0.611936937,dieoff
202206,T,23,45,seagrass,2.25E-04,dieoff
202206,T,23,45,tools,0.011486486,dieoff
202206,T,23,46,coral,0.003921569,dieoff
202206,T,23,46,gorgonian,7.35E-04,dieoff
202206,T,23,46,algae,0.108333333,dieoff
202206,T,23,46,other,2.45E-04,dieoff
202206,T,23,46,sponge,0.004656863,dieoff
202206,T,23,46,sand-rubble,0.873284314,dieoff
202206,T,23,46,tools,0.008823529,dieoff
202206,T,23,47,coral,0.013934426,dieoff
202206,T,23,47,gorgonian,0.006010929,dieoff
202206,T,23,47,algae,0.297540984,dieoff
202206,T,23,47,other,0.004371585,dieoff
202206,T,23,47,sponge,0.005191257,dieoff
202206,T,23,47,sand-rubble,0.654918033,dieoff
202206,T,23,47,seagrass,0.001912568,dieoff
202206,T,23,47,tools,0.016120219,dieoff
202206,T,23,48,coral,0.0075,dieoff
202206,T,23,48,algae,0.188611111,dieoff
202206,T,23,48,other,8.33E-04,dieoff
202206,T,23,48,sponge,0.006666667,dieoff
202206,T,23,48,sand-rubble,0.7825,dieoff
202206,T,23,48,seagrass,0.001111111,dieoff
202206,T,23,48,tools,0.012777778,dieoff
202206,T,24,29,coral,0.048907104,dieoff
202206,T,24,29,gorgonian,0.09863388,dieoff
202206,T,24,29,algae,0.353825137,dieoff
